"obs"
"sample1",2020.35393698672
"sample2",2408.32634397847
"sample3",2225.5286041737
"sample4",3103.79076502309
"sample5",2814.67420816908
"sample6",2665.93432165961
"sample7",2780.65462105587
"sample8",2025.49446724811
"sample9",2415.58427209438
"sample10",2488.44910384275
"sample11",2645.59458361535
"sample12",2421.3717175903
"sample13",2485.55337662492
"sample14",2359.3354643372
"sample15",2875.4346579098
"sample16",2254.65064920113
"sample17",2504.870382004
"sample18",2863.22599309044
"sample19",2731.65752751346
"sample20",2572.25453287266
"sample21",2270.3878247105
"sample22",2279.96855896348
"sample23",2183.79859000697
"sample24",2022.0815159119
"sample25",2152.3906979785
"sample26",2969.98521288876
"sample27",2461.3956638419
"sample28",2550.78387092687
"sample29",2170.53358901167
"sample30",2735.95648967468
"sample31",2036.83348274088
"sample32",2950.88327041967
"sample33",2500.80974290274
"sample34",2416.86648129995
"sample35",2525.29525809788
"sample36",2360.55412797986
"sample37",2417.33979460178
"sample38",2752.16858043984
"sample39",2819.86070038719
"sample40",2570.37872413391
"sample41",2463.82146982699
"sample42",2651.97235201462
"sample43",2426.08649986797
"sample44",1828.97909878102
"sample45",2514.19438156398
"sample46",2894.97463537508
"sample47",2096.42083375299
"sample48",2824.60418008531
"sample49",2916.84688039153
"sample50",2728.41722042506
"sample51",2573.23593119497
"sample52",2770.39411038797
"sample53",2563.74436247934
"sample54",2576.28812003857
"sample55",2728.11627838646
"sample56",3009.72318042174
"sample57",2402.16381222548
"sample58",2455.81331464717
"sample59",2569.49540200525
"sample60",2166.57662447038
"sample61",2374.52569145255
"sample62",2632.1799055421
"sample63",2315.7348061942
"sample64",2857.87221613938
"sample65",2166.28893694108
"sample66",2519.43405364674
"sample67",2578.82411719634
"sample68",2389.48447031194
"sample69",2274.89748188184
"sample70",2100.1914091046
"sample71",2604.24726751225
"sample72",2351.62643731411
"sample73",1817.9929165291
"sample74",2280.1664730387
"sample75",2630.98002727793
"sample76",2587.15669536043
"sample77",2914.45384373459
"sample78",2979.64390648924
"sample79",2179.87296220512
"sample80",2775.43253132841
"sample81",2568.76969400232
"sample82",2679.7468356588
"sample83",2371.29298344229
"sample84",2170.99891660977
"sample85",2162.5322205122
"sample86",3005.85747417357
"sample87",1845.13303696598
"sample88",2333.66462212407
"sample89",2826.86574962883
"sample90",2734.76615910967
"sample91",2328.85827586014
"sample92",2793.21462673846
"sample93",3156.69729817748
"sample94",2427.50134891873
"sample95",2279.09479814532
"sample96",2110.55460151694
"sample97",2161.90582952505
"sample98",2222.51238351461
"sample99",2111.06586411769
"sample100",2272.75514884822
