4817.373066123738,5408.036218080853,4896.055182893305,5614.560175469812,4866.994422453055,5721.621982184309,5724.124828095888,4281.737956007025,4828.862385202494,4735.364985413491,5197.163123105758,5700.250905903917,4126.986812466811,4865.703122034914,5233.205191691759,5906.672487063872,5120.398244777048,4680.021228694071,4678.129439798813,4778.0883336539655,4997.861842913838,4856.14484822986,4971.663038938554,5619.323055994745,5383.512678737584
4417.5641067753895,5622.017909384236,5068.380782374822,4973.19633682295,5437.48424104351,4868.975723080236,4800.0610975441905,5496.191063389718,4484.421555140448,4813.604951487273,4743.208942981649,5624.394195036574,5465.0223787305285,5505.741464865389,4893.790861284983,4847.9378518381645,5038.024294187826,5029.987900350568,5651.179069403513,6015.124903639752,4784.665953259928,6157.805461361384,4999.240860071797,5071.523847223523,4578.838104728667
5421.75593288095,5819.666426379092,5205.692693751822,4998.163946558069,4614.164903485302,4922.940826282766,5413.742152333772,5145.58264734786,5765.34944211763,4899.940536256046,5439.51244032417,4760.705877102244,4762.492973933881,4943.994003851456,4502.181736793831,5032.631855001064,4024.87738583785,5106.584732074994,4445.900524478249,4781.4093713566635,4557.3984898052695,5159.099263403427,3563.9860444277447,4976.750396456427,4235.620562926238
5582.331666280833,4965.644082947589,4643.998261817058,5710.5764236672,5115.258142969283,5161.9820508117955,5018.25672937429,4607.482948243099,4910.595985253518,5304.763290889492,5309.295474002756,5641.2420323658835,5876.118980642828,4409.684374835155,5562.410551981415,4499.800808952155,5010.196417425667,4997.921620176983,4282.925652854866,3932.714750851208,5059.227456103955,5589.929353399467,4975.71528217113,5192.307760032806,4812.336528402808
4769.736292628568,3549.619178482403,5055.30393826686,5497.2790911047205,4749.968954200814,5270.505001053537,5309.570117659995,4927.624446378899,4937.1032903448995,4334.329928362755,4426.427368928618,5176.719761465621,4936.808172860031,4435.830096248871,5085.423253599347,5126.517724259983,5063.29229107227,4555.632368753321,5147.5122276435995,4791.561602814423,3944.378601352749,5646.03638673069,5444.884312098361,4724.292807333551,4333.183250391188
4952.212291834074,4288.404344109023,5139.462645138055,6017.162692607836,5855.662128484587,5483.010153626551,4987.9353613450785,4302.663431545519,4898.890169748098,5304.089206563499,5346.580737620707,4578.50657706762,4616.37669238026,5034.843232759609,4751.489378566274,4787.72186161832,5122.287371009151,4627.101746209592,4473.076963962728,4954.864636496137,5672.837181780355,5332.268882133007,5487.741689619438,4858.162294453789,5872.312638644178
4670.273412768347,4864.612393750383,5077.741510308911,4924.845146614906,4843.4865335045215,4550.581804092889,4713.579142371166,5139.455530400325,4608.5009168233355,5078.416914948343,5392.012915902797,3847.855494320381,4786.53661658988,5388.060785897016,5788.341089737233,4283.99615062868,4756.367450882048,5062.880435555614,5554.468387957933,5652.95583388314,4694.778730418353,5166.3801286168255,4983.13888149426,5718.956840596013,5764.861821504882
4723.260234140522,4805.48948993771,4927.537431667408,3745.6919194857937,5017.954926918555,4433.270754909549,4662.16454730974,4727.061896151572,4833.736047854254,5613.824302146813,4437.351814971861,4630.174094654364,4853.458944674696,4558.170800698865,4965.629421666503,4811.422288636859,5610.532368733263,5423.958940479961,5336.613818702562,4754.1528865534065,5152.778550465368,4298.632002379916,4649.125500224859,4601.932067371464,5140.835547342726
3891.4775434737176,5462.339294340846,4191.943528368038,4303.019057158056,5479.3993606234,4968.378673517839,4386.397369432233,5233.406996272471,4798.258546065418,4872.489849110519,4706.076626515452,4707.507005182118,5278.735327941402,4072.7665134306803,4495.348858964312,5695.697455061984,3961.4682968771367,4710.082124282261,4566.079333834288,4463.649054271649,5229.513931559101,5127.228195767754,5737.831469215518,5756.734586724429,4012.061817358424
5060.602658963943,5251.759492861875,5195.165519675187,4619.336155954175,4077.679523078528,4624.623005491528,4609.065282805306,4706.310824478969,4376.87992866438,5554.868774630037,3644.450038024553,4968.059968914127,4976.994452216605,5146.865891555044,4090.312990772969,4059.252998926621,4689.952413800762,5138.135203012361,4144.101132543579,4445.432758464406,5462.223813457261,5414.249207123491,4755.257550388327,5385.030363100551,4957.468827699957
